,PL_LT,LT_PL,LT_LV,LV_LT,LT_SE_4,SE_4_LT,LT_LV_net_export,LT_PL_net_export,LT_SE_4_net_export,Net Export
2026-01-08 09:00:00+00:00,53.375,0.0,0.0,644.0,0.0,724.1500855,-644.0,-53.375,-724.1500855,-1421.5250855
2026-01-08 10:00:00+00:00,7.075,28.349999999999998,0.0,700.75,0.0,731.46522525,-700.75,21.275,-731.46522525,-1410.94022525
2026-01-08 11:00:00+00:00,37.15,0.0,0.0,659.25,0.0,728.10066225,-659.25,-37.15,-728.10066225,-1424.50066225
2026-01-08 12:00:00+00:00,47.3,0.0,0.0,665.75,0.0,674.77877825,-665.75,-47.3,-674.77877825,-1387.82877825
2026-01-08 13:00:00+00:00,0.0,32.550000000000004,0.0,717.0,0.0,726.94250475,-717.0,32.550000000000004,-726.94250475,-1411.3925047500002
2026-01-08 14:00:00+00:00,0.0,121.42500000000001,0.0,741.375,0.0,569.175461,-741.375,121.42500000000001,-569.175461,-1189.125461
2026-01-08 15:00:00+00:00,0.0,111.375,0.0,700.875,0.0,573.4708860000001,-700.875,111.375,-573.4708860000001,-1162.970886
2026-01-08 16:00:00+00:00,0.0,139.55,0.0,506.125,0.0,689.2919159999999,-506.125,139.55,-689.2919159999999,-1055.866916
2026-01-08 17:00:00+00:00,68.05,0.0,0.0,406.125,0.0,731.2474364999999,-406.125,-68.05,-731.2474364999999,-1205.4224365
2026-01-08 18:00:00+00:00,2.975,94.69999999999999,0.0,421.875,0.0,722.5295565,-421.875,91.725,-722.5295565,-1052.6795565
2026-01-08 19:00:00+00:00,0.0,154.65,0.0,398.25,0.0,678.329941,-398.25,154.65,-678.329941,-921.929941
2026-01-08 20:00:00+00:00,24.25,83.275,0.0,193.25,0.0,729.6786347499999,-193.25,59.025000000000006,-729.6786347499999,-863.9036347499999
2026-01-08 21:00:00+00:00,89.17500000000001,0.0,0.0,209.375,0.0,732.42739875,-209.375,-89.17500000000001,-732.42739875,-1030.97739875
2026-01-08 22:00:00+00:00,116.975,11.675,0.0,416.875,0.0,732.46533225,-416.875,-105.3,-732.46533225,-1254.64033225
2026-01-08 23:00:00+00:00,0.0,184.4,0.0,413.75,0.0,726.1152035,-413.75,184.4,-726.1152035,-955.4652035
2026-01-09 00:00:00+00:00,0.0,163.85,0.0,335.875,0.0,701.53843675,-335.875,163.85,-701.53843675,-873.5634367499999
2026-01-09 01:00:00+00:00,0.0,199.54999999999998,0.0,238.125,0.0,714.37791425,-238.125,199.54999999999998,-714.37791425,-752.95291425
2026-01-09 02:00:00+00:00,0.0,191.6,0.0,286.125,0.0,564.77026325,-286.125,191.6,-564.77026325,-659.29526325
2026-01-09 03:00:00+00:00,0.0,197.625,0.0,321.875,0.0,592.1785125,-321.875,197.625,-592.1785125,-716.4285125
2026-01-09 04:00:00+00:00,0.0,104.97500000000001,0.0,269.0,0.0,729.08844,-269.0,104.97500000000001,-729.08844,-893.11344
2026-01-09 05:00:00+00:00,0.0,180.125,0.0,150.625,0.0,718.80534375,-150.625,180.125,-718.80534375,-689.30534375
