,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Other,Solar,Wind Onshore,Hydro Water Reservoir,Geothermal,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-08 00:00:00+00:00,0.0,601.0,80.5,76.0,0.0,2.75,0.0,606.5,1366.75,0.0,11.0,2306.25,1366.75,2317.25,-950.5
2026-01-08 01:00:00+00:00,0.0,601.0,78.25,77.5,0.0,1.75,0.0,606.0,1364.5,0.0,17.0,2328.5,1364.5,2345.5,-981.0
2026-01-08 02:00:00+00:00,0.0,592.5,76.5,78.5,0.0,3.25,0.0,605.25,1356.0,0.0,17.0,2339.5,1356.0,2356.5,-1000.5
2026-01-08 03:00:00+00:00,0.0,474.25,77.25,78.75,0.0,0.75,0.0,605.0,1236.0,0.0,4.25,2359.25,1236.0,2363.5,-1127.5
2026-01-08 04:00:00+00:00,0.0,561.0,75.0,77.5,0.0,2.25,0.0,605.0,1320.75,0.0,0.0,2496.75,1320.75,2496.75,-1176.0
2026-01-08 05:00:00+00:00,0.0,860.0,85.75,75.5,0.0,3.75,10.25,605.0,1640.25,0.0,0.0,2949.75,1640.25,2949.75,-1309.5
2026-01-08 06:00:00+00:00,0.0,1006.5,134.5,76.75,4.0,2.75,19.75,604.0,1848.25,0.5,0.0,3538.0,1848.75,3538.0,-1689.25
2026-01-08 07:00:00+00:00,0.0,1053.25,152.25,78.25,143.25,4.25,20.0,603.75,2055.0,17.0,0.0,4068.0,2072.0,4068.0,-1996.0
2026-01-08 08:00:00+00:00,0.0,945.25,158.25,74.5,391.5,8.25,19.0,601.5,2198.25,18.0,0.0,4276.25,2216.25,4276.25,-2060.0
2026-01-08 09:00:00+00:00,0.0,956.0,145.25,70.5,673.0,3.75,20.0,599.5,2468.0,13.5,0.0,4321.75,2481.5,4321.75,-1840.25
2026-01-08 10:00:00+00:00,0.0,964.75,142.25,73.0,843.0,7.75,20.0,601.5,2652.25,0.25,0.0,4271.25,2652.5,4271.25,-1618.75
2026-01-08 11:00:00+00:00,0.0,911.5,133.5,71.75,853.0,21.5,20.0,601.0,2612.25,0.0,16.0,4072.25,2612.25,4088.25,-1476.0
2026-01-08 12:00:00+00:00,0.0,916.25,132.75,73.5,733.75,20.75,20.0,600.25,2497.25,0.0,16.5,3956.0,2497.25,3972.5,-1475.25
2026-01-08 13:00:00+00:00,0.0,933.25,149.25,73.5,420.25,16.25,20.0,600.25,2212.75,0.0,8.75,3965.0,2212.75,3973.75,-1761.0
2026-01-08 14:00:00+00:00,0.0,901.0,149.0,75.0,168.0,19.5,20.0,600.25,1932.75,8.25,0.0,3979.25,1941.0,3979.25,-2038.25
2026-01-08 15:00:00+00:00,0.0,987.75,162.5,74.0,22.0,28.75,20.0,600.0,1895.0,13.5,0.0,4000.75,1908.5,4000.75,-2092.25
2026-01-08 16:00:00+00:00,0.0,1012.5,163.5,74.75,0.0,35.5,20.0,599.0,1905.25,17.0,0.0,4012.25,1922.25,4012.25,-2090.0
2026-01-08 17:00:00+00:00,0.0,975.75,162.0,75.75,0.0,49.75,20.0,598.0,1881.25,0.0,3.0,3917.25,1881.25,3920.25,-2039.0
2026-01-08 18:00:00+00:00,0.0,983.5,160.5,77.5,0.0,53.5,20.0,598.0,1893.0,0.0,0.0,3788.75,1893.0,3788.75,-1895.75
2026-01-08 19:00:00+00:00,0.0,920.25,148.0,78.5,0.0,56.75,19.75,597.0,1820.25,0.0,0.0,3563.5,1820.25,3563.5,-1743.25
2026-01-08 20:00:00+00:00,0.0,925.5,140.5,78.0,0.0,56.75,10.25,596.75,1807.75,0.0,0.0,3334.5,1807.75,3334.5,-1526.75
2026-01-08 21:00:00+00:00,0.0,854.75,124.25,78.0,0.0,65.25,10.0,596.0,1728.25,0.0,0.0,2992.25,1728.25,2992.25,-1264.0
2026-01-08 22:00:00+00:00,0.0,773.0,114.25,77.75,0.0,72.0,10.0,596.0,1643.0,0.0,0.25,2643.5,1643.0,2643.75,-1000.75
2026-01-08 23:00:00+00:00,0.0,774.0,74.75,77.5,0.0,97.5,0.0,596.0,1619.75,0.0,1.75,2352.75,1619.75,2354.5,-734.75
2026-01-09 00:00:00+00:00,0.0,788.0,67.75,77.0,0.0,97.0,0.0,595.25,1625.0,0.0,3.0,2204.75,1625.0,2207.75,-582.75
2026-01-09 01:00:00+00:00,0.0,904.25,67.5,78.75,0.0,73.75,0.0,595.0,1719.25,0.0,16.75,2205.0,1719.25,2221.75,-502.5
2026-01-09 02:00:00+00:00,0.0,814.0,67.0,78.5,0.0,71.25,0.0,594.5,1625.25,0.0,17.0,2225.5,1625.25,2242.5,-617.25
2026-01-09 03:00:00+00:00,0.0,749.75,66.75,78.5,0.0,75.25,0.0,593.5,1563.75,0.0,16.75,2280.0,1563.75,2296.75,-733.0
2026-01-09 04:00:00+00:00,0.0,803.25,68.0,79.0,0.0,77.0,0.0,593.0,1620.25,3.0,0.0,2396.25,1623.25,2396.25,-773.0
2026-01-09 05:00:00+00:00,0.0,892.5,80.0,79.25,0.0,79.25,0.0,592.25,1723.25,0.0,2.5,2826.25,1723.25,2828.75,-1105.5
2026-01-09 06:00:00+00:00,0.0,945.5,127.5,78.5,0.5,87.0,20.0,591.5,1850.5,3.75,0.0,3404.25,1854.25,3404.25,-1550.0
2026-01-09 07:00:00+00:00,0.0,921.0,144.5,77.25,53.75,84.5,20.0,592.0,1893.0,14.75,0.0,3936.25,1907.75,3936.25,-2028.5
2026-01-09 08:00:00+00:00,0.0,984.0,157.75,79.75,236.0,80.0,20.0,592.25,2149.75,17.0,0.0,4140.75,2166.75,4140.75,-1974.0
2026-01-09 09:00:00+00:00,0.0,921.75,161.0,76.75,457.5,95.0,19.75,591.5,2323.25,9.0,0.0,4143.75,2332.25,4143.75,-1811.5
2026-01-09 10:00:00+00:00,0.0,954.25,142.25,76.0,566.5,116.75,10.25,593.25,2459.25,8.25,0.0,4102.75,2467.5,4102.75,-1635.25
2026-01-09 11:00:00+00:00,0.0,997.5,132.75,76.5,600.25,97.5,10.0,595.25,2509.75,0.0,12.25,3854.25,2509.75,3866.5,-1356.75
2026-01-09 12:00:00+00:00,0.0,945.5,140.25,77.75,544.25,100.25,10.0,595.5,2413.5,0.0,10.25,3693.75,2413.5,3704.0,-1290.5
2026-01-09 13:00:00+00:00,0.0,902.5,145.75,78.0,367.25,104.75,10.0,596.0,2204.25,4.75,0.0,3745.0,2209.0,3745.0,-1536.0
2026-01-09 14:00:00+00:00,0.0,891.75,152.25,78.5,163.0,101.75,19.75,595.75,2002.75,0.0,0.0,3823.25,2002.75,3823.25,-1820.5
2026-01-09 15:00:00+00:00,0.0,930.25,173.25,80.25,23.25,96.25,20.0,595.75,1919.0,6.25,0.0,3823.25,1925.25,3823.25,-1898.0
2026-01-09 16:00:00+00:00,0.0,908.5,195.0,81.0,0.0,113.25,20.0,595.0,1912.75,4.25,0.0,3865.25,1917.0,3865.25,-1948.25
2026-01-09 17:00:00+00:00,0.0,906.0,212.75,81.0,0.0,124.5,20.0,593.5,1937.75,0.0,0.0,3781.5,1937.75,3781.5,-1843.75
2026-01-09 18:00:00+00:00,0.0,874.75,226.75,83.5,0.0,117.0,20.0,594.0,1916.0,0.0,0.0,3679.75,1916.0,3679.75,-1763.75
2026-01-09 19:00:00+00:00,0.0,901.0,218.25,83.75,0.0,108.0,0.25,596.75,1908.0,0.5,0.0,3412.75,1908.5,3412.75,-1504.25
2026-01-09 20:00:00+00:00,0.0,897.0,202.0,82.0,0.0,104.25,0.0,597.0,1882.25,0.0,0.0,3186.0,1882.25,3186.0,-1303.75
2026-01-09 21:00:00+00:00,0.0,752.75,195.0,82.5,0.0,106.25,0.0,597.5,1734.0,0.0,0.0,2846.5,1734.0,2846.5,-1112.5
2026-01-09 22:00:00+00:00,0.0,540.5,172.75,80.5,0.0,91.5,0.0,598.25,1483.5,0.0,0.25,2557.5,1483.5,2557.75,-1074.25
2026-01-09 23:00:00+00:00,0.0,516.25,164.0,82.0,0.0,104.0,0.0,599.25,1465.5,0.0,3.0,2344.25,1465.5,2347.25,-881.75
2026-01-10 00:00:00+00:00,0.0,565.5,166.25,81.75,0.0,83.75,0.0,600.75,1498.0,0.0,8.75,2218.75,1498.0,2227.5,-729.5
2026-01-10 01:00:00+00:00,0.0,566.5,172.5,81.25,0.0,75.0,0.0,602.0,1497.25,0.0,0.25,2140.0,1497.25,2140.25,-643.0
2026-01-10 02:00:00+00:00,0.0,567.25,173.75,82.5,0.0,46.5,0.0,603.25,1473.25,0.0,0.0,2085.0,1473.25,2085.0,-611.75
2026-01-10 03:00:00+00:00,0.0,568.0,176.75,82.25,0.0,75.5,0.0,606.75,1509.25,0.0,0.0,2103.5,1509.25,2103.5,-594.25
2026-01-10 04:00:00+00:00,0.0,625.25,177.25,83.75,0.0,67.0,0.0,607.25,1560.5,0.0,0.25,2126.0,1560.5,2126.25,-565.75
2026-01-10 05:00:00+00:00,0.0,725.25,187.5,84.5,0.0,37.75,0.0,609.0,1644.0,0.0,15.25,2368.5,1644.0,2383.75,-739.75
2026-01-10 06:00:00+00:00,0.0,736.5,188.25,82.25,0.25,27.75,0.0,608.75,1643.75,0.0,8.5,2602.5,1643.75,2611.0,-967.25
2026-01-10 07:00:00+00:00,0.0,796.75,194.5,82.0,40.75,18.75,0.0,607.75,1740.5,0.0,0.25,2833.75,1740.5,2834.0,-1093.5
2026-01-10 08:00:00+00:00,0.0,824.5,193.25,82.0,187.25,16.0,0.0,607.0,1910.0,0.0,0.0,3027.75,1910.0,3027.75,-1117.75
2026-01-10 09:00:00+00:00,0.0,817.0,202.25,82.75,390.5,20.5,0.0,606.5,2119.5,0.0,0.0,3104.5,2119.5,3104.5,-985.0
2026-01-10 10:00:00+00:00,0.0,803.25,204.5,81.25,585.25,23.75,0.0,606.0,2304.0,0.0,0.0,3037.25,2304.0,3037.25,-733.25
2026-01-10 11:00:00+00:00,0.0,727.0,193.25,81.0,688.75,28.75,0.0,606.0,2324.75,0.0,8.0,2916.5,2324.75,2924.5,-599.75
2026-01-10 12:00:00+00:00,0.0,710.75,192.75,81.5,681.25,31.75,0.0,606.0,2304.0,0.0,4.25,2750.25,2304.0,2754.5,-450.5
2026-01-10 13:00:00+00:00,0.0,750.25,191.75,81.5,471.75,37.25,0.0,606.0,2138.5,0.0,2.25,2626.25,2138.5,2628.5,-490.0
2026-01-10 14:00:00+00:00,0.0,822.0,190.0,82.0,219.5,27.25,0.0,606.0,1946.75,0.0,3.0,2598.25,1946.75,2601.25,-654.5
2026-01-10 15:00:00+00:00,0.0,824.25,193.25,81.25,36.5,34.75,0.0,606.0,1776.0,0.0,1.25,2724.5,1776.0,2725.75,-949.75
2026-01-10 16:00:00+00:00,0.0,854.5,209.75,82.75,0.0,39.0,0.0,599.75,1785.75,16.5,0.0,3034.5,1802.25,3034.5,-1232.25
2026-01-10 17:00:00+00:00,0.0,850.25,209.75,82.25,0.0,58.0,17.0,598.0,1815.25,0.75,0.0,3163.5,1816.0,3163.5,-1347.5
2026-01-10 18:00:00+00:00,0.0,772.75,200.25,84.0,0.0,49.25,0.0,602.0,1708.25,16.5,0.0,3200.0,1724.75,3200.0,-1475.25
2026-01-10 19:00:00+00:00,0.0,752.25,195.75,80.75,0.0,46.0,0.0,606.0,1680.75,0.25,0.0,3015.0,1681.0,3015.0,-1334.0
2026-01-10 20:00:00+00:00,0.0,808.75,186.0,80.75,0.0,24.5,0.0,606.0,1706.0,0.0,0.0,2780.5,1706.0,2780.5,-1074.5
2026-01-10 21:00:00+00:00,0.0,750.75,182.0,81.25,0.0,11.5,0.0,606.0,1631.5,0.0,0.0,2572.25,1631.5,2572.25,-940.75
2026-01-10 22:00:00+00:00,0.0,542.75,177.0,81.0,0.0,10.25,0.0,606.75,1417.75,0.25,0.0,2369.75,1418.0,2369.75,-951.75
2026-01-10 23:00:00+00:00,0.0,502.25,155.25,81.75,0.0,24.25,0.0,607.0,1370.5,6.0,0.0,2190.75,1376.5,2190.75,-814.25
2026-01-11 00:00:00+00:00,0.0,412.75,147.0,84.0,0.0,14.75,0.0,607.0,1265.5,0.25,0.0,2099.75,1265.75,2099.75,-834.0
2026-01-11 01:00:00+00:00,0.0,412.5,147.25,83.5,0.0,19.5,0.0,607.0,1269.75,0.0,13.0,2037.25,1269.75,2050.25,-780.5
2026-01-11 02:00:00+00:00,0.0,413.75,157.25,83.5,0.0,27.5,0.0,607.0,1289.0,0.0,17.0,1988.25,1289.0,2005.25,-716.25
2026-01-11 03:00:00+00:00,0.0,415.25,161.25,83.25,0.0,25.0,0.0,607.25,1292.0,0.0,5.0,1967.0,1292.0,1972.0,-680.0
2026-01-11 04:00:00+00:00,0.0,421.0,164.25,83.75,0.0,27.25,0.0,607.5,1303.75,0.0,0.0,1991.5,1303.75,1991.5,-687.75
2026-01-11 05:00:00+00:00,0.0,450.5,181.0,83.25,0.0,27.5,10.0,607.25,1359.5,0.0,0.0,2084.0,1359.5,2084.0,-724.5
2026-01-11 06:00:00+00:00,0.0,560.25,193.25,83.25,2.25,33.25,10.0,606.75,1489.0,0.0,0.0,2180.25,1489.0,2180.25,-691.25
2026-01-11 07:00:00+00:00,0.0,454.75,183.0,83.0,122.75,38.25,10.0,607.0,1498.75,3.0,0.0,2311.0,1501.75,2311.0,-809.25
2026-01-11 08:00:00+00:00,0.0,555.25,171.0,82.75,346.25,35.5,10.0,607.0,1807.75,6.0,0.0,2464.5,1813.75,2464.5,-650.75
2026-01-11 09:00:00+00:00,0.0,539.25,164.0,81.25,586.0,23.25,10.0,606.75,2010.5,3.75,0.0,2676.0,2014.25,2676.0,-661.75
2026-01-11 10:00:00+00:00,0.0,575.25,159.0,82.0,764.0,19.75,10.0,606.0,2216.0,0.0,0.75,2718.5,2216.0,2719.25,-503.25
2026-01-11 11:00:00+00:00,0.0,520.5,158.25,81.75,770.25,15.5,10.0,606.0,2162.25,0.0,0.75,2689.5,2162.25,2690.25,-528.0
2026-01-11 12:00:00+00:00,0.0,526.25,159.5,79.25,657.0,16.25,10.0,606.0,2054.25,0.0,16.75,2548.25,2054.25,2565.0,-510.75
2026-01-11 13:00:00+00:00,0.0,550.5,165.25,80.0,414.5,12.0,10.0,606.0,1838.25,0.0,6.0,2458.0,1838.25,2464.0,-625.75
2026-01-11 14:00:00+00:00,0.0,517.5,166.5,79.75,197.25,8.75,10.0,606.0,1585.75,0.0,0.0,2425.5,1585.75,2425.5,-839.75
2026-01-11 15:00:00+00:00,0.0,725.25,169.0,81.0,35.0,7.0,10.0,606.0,1633.25,3.0,0.0,2523.75,1636.25,2523.75,-887.5
2026-01-11 16:00:00+00:00,0.0,892.5,187.75,80.75,0.0,7.5,10.0,605.25,1783.75,11.5,0.0,2787.25,1795.25,2787.25,-992.0
2026-01-11 17:00:00+00:00,0.0,826.5,187.0,85.25,0.0,4.25,10.0,605.0,1718.0,17.0,0.0,2943.75,1735.0,2943.75,-1208.75
2026-01-11 18:00:00+00:00,0.0,821.25,186.75,81.25,0.0,2.5,10.0,605.0,1706.75,13.5,0.0,3059.0,1720.25,3059.0,-1338.75
2026-01-11 19:00:00+00:00,0.0,817.25,172.5,82.0,0.0,0.5,10.0,605.75,1688.0,4.25,0.0,2937.75,1692.25,2937.75,-1245.5
2026-01-11 20:00:00+00:00,0.0,664.75,162.5,81.75,0.0,0.75,10.0,606.0,1525.75,0.0,0.0,2740.0,1525.75,2740.0,-1214.25
2026-01-11 21:00:00+00:00,0.0,581.75,162.0,82.5,0.0,2.5,10.0,606.0,1444.75,0.0,0.0,2535.0,1444.75,2535.0,-1090.25
2026-01-11 22:00:00+00:00,0.0,584.5,154.75,81.75,0.0,1.75,0.0,606.5,1429.25,0.0,0.25,2274.5,1429.25,2274.75,-845.5
2026-01-11 23:00:00+00:00,0.0,548.75,132.25,82.0,0.0,4.75,16.0,607.0,1390.75,0.0,8.0,2086.75,1390.75,2094.75,-704.0
2026-01-12 00:00:00+00:00,0.0,577.25,134.0,83.0,0.0,12.25,16.0,606.75,1429.25,0.0,15.5,1986.75,1429.25,2002.25,-573.0
2026-01-12 01:00:00+00:00,0.0,558.25,127.5,83.5,0.0,12.5,7.5,607.0,1396.25,0.0,17.0,1952.75,1396.25,1969.75,-573.5
2026-01-12 02:00:00+00:00,0.0,575.25,127.75,83.0,0.0,13.75,0.0,606.25,1406.0,0.0,16.75,1951.5,1406.0,1968.25,-562.25
2026-01-12 03:00:00+00:00,0.0,506.25,127.5,81.75,0.0,14.75,14.0,606.0,1350.25,0.0,0.25,1996.75,1350.25,1997.0,-646.75
2026-01-12 04:00:00+00:00,0.0,667.0,126.75,81.75,0.0,16.25,16.0,605.0,1512.75,0.0,0.0,2187.25,1512.75,2187.25,-674.5
2026-01-12 05:00:00+00:00,0.0,886.5,142.75,79.75,0.0,22.0,26.5,599.25,1756.75,1.25,0.0,2763.75,1758.0,2763.75,-1005.75
2026-01-12 06:00:00+00:00,0.0,948.25,170.25,78.0,2.0,30.75,55.5,584.5,1869.25,6.25,0.0,3432.0,1875.5,3432.0,-1556.5
2026-01-12 07:00:00+00:00,0.0,977.75,199.0,80.75,73.0,35.5,56.0,584.25,2006.25,17.0,0.0,3983.25,2023.25,3983.25,-1960.0
2026-01-12 08:00:00+00:00,0.0,995.5,207.0,82.0,250.25,34.0,56.0,580.25,2205.0,11.5,0.0,4233.25,2216.5,4233.25,-2016.75
2026-01-12 09:00:00+00:00,0.0,925.75,208.25,81.5,493.75,29.5,55.75,579.0,2373.5,2.5,0.0,4394.5,2376.0,4394.5,-2018.5
2026-01-12 10:00:00+00:00,0.0,954.0,196.5,81.0,684.25,36.0,38.0,587.0,2576.75,0.0,1.0,4337.0,2576.75,4338.0,-1761.25
2026-01-12 11:00:00+00:00,0.0,937.75,161.0,75.25,790.25,41.5,22.25,585.0,2613.0,0.0,13.75,4107.75,2613.0,4121.5,-1508.5
2026-01-12 12:00:00+00:00,0.0,817.25,159.5,77.75,753.75,49.75,22.0,584.0,2464.0,0.0,13.5,3854.0,2464.0,3867.5,-1403.5
2026-01-12 13:00:00+00:00,0.0,873.5,174.0,76.5,444.25,53.75,39.75,584.0,2245.75,0.0,8.0,3976.25,2245.75,3984.25,-1738.5
2026-01-12 14:00:00+00:00,0.0,954.0,192.75,77.25,178.25,47.25,40.25,585.25,2075.0,0.0,5.0,4048.0,2075.0,4053.0,-1978.0
2026-01-12 15:00:00+00:00,0.0,941.0,195.5,79.0,28.5,47.5,40.25,585.5,1917.25,4.5,0.0,4061.25,1921.75,4061.25,-2139.5
2026-01-12 16:00:00+00:00,0.0,875.25,213.75,80.0,0.0,44.5,40.25,585.0,1838.75,16.5,0.0,4054.0,1855.25,4054.0,-2198.75
2026-01-12 17:00:00+00:00,0.0,860.5,213.5,78.75,0.0,41.25,40.25,586.5,1820.75,16.0,0.0,3878.75,1836.75,3878.75,-2042.0
2026-01-12 18:00:00+00:00,0.0,844.5,212.25,79.5,0.0,46.5,40.0,602.25,1825.0,13.0,0.0,3783.5,1838.0,3783.5,-1945.5
2026-01-12 19:00:00+00:00,0.0,902.25,210.75,78.75,0.0,54.5,40.0,602.0,1888.25,6.5,0.0,3537.0,1894.75,3537.0,-1642.25
2026-01-12 20:00:00+00:00,0.0,894.5,198.25,76.0,0.0,59.25,40.0,601.5,1869.5,1.25,0.0,3289.25,1870.75,3289.25,-1418.5
2026-01-12 21:00:00+00:00,0.0,883.75,197.25,75.25,0.0,58.0,40.0,601.0,1855.25,0.75,0.0,2943.0,1856.0,2943.0,-1087.0
2026-01-12 22:00:00+00:00,0.0,812.75,196.75,75.0,0.0,57.75,40.0,601.0,1783.25,0.0,0.0,2651.25,1783.25,2651.25,-868.0
2026-01-12 23:00:00+00:00,0.0,743.0,171.75,75.5,0.0,54.0,36.5,600.25,1681.0,0.0,5.75,2425.75,1681.0,2431.5,-750.5
2026-01-13 00:00:00+00:00,0.0,753.5,143.5,76.25,0.0,57.5,35.25,600.25,1666.25,0.0,16.75,2290.5,1666.25,2307.25,-641.0
2026-01-13 01:00:00+00:00,0.0,738.25,143.0,77.75,0.0,53.5,36.0,600.75,1649.25,0.0,17.0,2263.75,1649.25,2280.75,-631.5
2026-01-13 02:00:00+00:00,0.0,737.5,142.75,77.75,0.0,57.75,36.0,598.5,1650.25,0.0,11.5,2240.25,1650.25,2251.75,-601.5
2026-01-13 03:00:00+00:00,0.0,703.5,143.0,77.25,0.0,56.75,36.0,597.5,1614.0,0.0,8.5,2253.0,1614.0,2261.5,-647.5
2026-01-13 04:00:00+00:00,0.0,755.0,142.75,78.0,0.0,51.75,36.25,597.25,1661.0,0.0,0.0,2403.0,1661.0,2403.0,-742.0
2026-01-13 05:00:00+00:00,0.0,870.25,149.75,78.75,0.0,58.75,46.0,596.5,1800.0,0.0,0.0,2895.75,1800.0,2895.75,-1095.75
2026-01-13 06:00:00+00:00,0.0,967.25,179.5,80.0,1.25,56.5,47.0,595.25,1926.75,4.0,0.0,3500.25,1930.75,3500.25,-1569.5
2026-01-13 07:00:00+00:00,0.0,967.75,169.0,79.0,56.5,55.25,52.0,579.0,1958.5,7.5,0.0,4013.25,1966.0,4013.25,-2047.25
2026-01-13 08:00:00+00:00,0.0,945.25,158.75,78.0,199.0,49.75,52.0,577.25,2060.0,12.25,0.0,4115.25,2072.25,4115.25,-2043.0
2026-01-13 09:00:00+00:00,0.0,933.75,157.75,76.5,377.5,52.25,52.0,579.5,2229.25,3.0,0.0,4205.0,2232.25,4205.0,-1972.75
2026-01-13 10:00:00+00:00,0.0,954.5,153.75,73.75,504.0,71.5,52.0,583.0,2392.5,0.0,2.0,4288.5,2392.5,4290.5,-1898.0
2026-01-13 11:00:00+00:00,0.0,901.5,144.75,72.0,524.0,81.25,30.0,583.0,2336.5,0.0,10.0,3985.25,2336.5,3995.25,-1658.75
2026-01-13 12:00:00+00:00,0.0,906.75,144.5,73.75,444.25,73.75,30.0,583.25,2256.25,0.0,4.5,3934.25,2256.25,3938.75,-1682.5
2026-01-13 13:00:00+00:00,0.0,927.0,147.25,74.0,280.25,76.25,30.0,587.0,2121.75,0.0,0.25,4024.25,2121.75,4024.5,-1902.75
2026-01-13 14:00:00+00:00,0.0,885.5,155.75,76.25,116.0,86.75,30.0,602.25,1952.5,0.0,5.0,3989.75,1952.5,3994.75,-2042.25
2026-01-13 15:00:00+00:00,0.0,896.25,181.5,76.0,16.5,72.75,30.0,602.5,1875.5,4.25,0.0,3959.5,1879.75,3959.5,-2079.75
2026-01-13 16:00:00+00:00,0.0,877.75,186.75,75.0,0.0,74.5,30.0,602.25,1846.25,17.0,0.0,3970.0,1863.25,3970.0,-2106.75
2026-01-13 17:00:00+00:00,0.0,888.25,187.25,77.25,0.0,87.25,30.0,601.0,1871.0,10.75,0.0,3842.25,1881.75,3842.25,-1960.5
2026-01-13 18:00:00+00:00,0.0,907.25,186.75,78.0,0.0,91.25,29.75,601.0,1894.0,4.5,0.0,3747.0,1898.5,3747.0,-1848.5
2026-01-13 19:00:00+00:00,0.0,866.25,167.75,79.75,0.0,93.5,20.25,601.25,1828.75,0.0,3.25,3465.25,1828.75,3468.5,-1639.75
2026-01-13 20:00:00+00:00,0.0,892.0,150.75,83.75,0.0,90.75,20.0,601.5,1838.75,0.25,0.0,3185.5,1839.0,3185.5,-1346.5
2026-01-13 21:00:00+00:00,0.0,862.5,153.5,83.25,0.0,92.25,20.0,601.5,1813.0,0.0,0.0,2842.25,1813.0,2842.25,-1029.25
2026-01-13 22:00:00+00:00,0.0,810.0,164.75,84.0,0.0,83.25,20.0,601.75,1763.75,0.0,0.5,2560.25,1763.75,2560.75,-797.0
2026-01-13 23:00:00+00:00,0.0,796.25,143.5,84.75,0.0,82.0,19.0,601.75,1727.25,0.0,11.0,2303.25,1727.25,2314.25,-587.0
2026-01-14 00:00:00+00:00,0.0,618.0,122.25,83.25,0.0,74.5,16.0,601.75,1515.75,0.0,12.5,2167.0,1515.75,2179.5,-663.75
2026-01-14 01:00:00+00:00,0.0,654.5,114.75,85.0,0.0,67.75,16.0,601.75,1539.75,0.0,9.0,2123.75,1539.75,2132.75,-593.0
2026-01-14 02:00:00+00:00,0.0,677.25,118.25,85.0,0.0,67.25,16.0,601.25,1565.0,0.0,4.25,2111.0,1565.0,2115.25,-550.25
2026-01-14 03:00:00+00:00,0.0,754.0,128.0,85.0,0.0,61.5,16.0,601.0,1645.5,0.0,16.75,2159.75,1645.5,2176.5,-531.0
2026-01-14 04:00:00+00:00,0.0,841.0,119.25,85.5,0.0,51.0,16.0,600.75,1713.5,0.0,4.25,2279.0,1713.5,2283.25,-569.75
2026-01-14 05:00:00+00:00,0.0,949.0,135.5,83.25,0.0,54.25,36.25,594.0,1852.25,1.0,0.0,2812.5,1853.25,2812.5,-959.25
2026-01-14 06:00:00+00:00,0.0,993.5,188.5,84.75,3.5,53.25,46.25,594.0,1963.75,7.75,0.0,3440.75,1971.5,3440.75,-1469.25
2026-01-14 07:00:00+00:00,0.0,1005.75,186.0,85.25,109.5,56.75,50.0,594.0,2087.25,11.0,0.0,3940.0,2098.25,3940.0,-1841.75
2026-01-14 08:00:00+00:00,0.0,1008.25,175.5,82.25,303.75,61.5,48.0,590.0,2269.25,4.0,0.0,4059.5,2273.25,4059.5,-1786.25
2026-01-14 09:00:00+00:00,0.0,923.75,172.5,82.75,475.0,69.75,45.5,587.5,2356.75,0.0,0.0,4087.75,2356.75,4087.75,-1731.0
2026-01-14 10:00:00+00:00,0.0,953.0,158.0,82.0,543.0,76.5,26.5,590.0,2429.0,0.0,0.0,4076.5,2429.0,4076.5,-1647.5
2026-01-14 11:00:00+00:00,0.0,945.0,132.0,81.75,581.75,70.75,10.0,590.0,2411.25,0.0,4.0,3829.5,2411.25,3833.5,-1422.25
2026-01-14 12:00:00+00:00,0.0,933.75,136.0,84.75,515.75,63.25,10.0,590.25,2333.75,0.0,1.25,3706.5,2333.75,3707.75,-1374.0
2026-01-14 13:00:00+00:00,0.0,936.0,134.0,82.5,320.5,53.0,10.0,591.0,2127.0,0.0,0.0,3836.25,2127.0,3836.25,-1709.25
2026-01-14 14:00:00+00:00,0.0,935.0,131.75,81.75,133.0,56.25,10.0,593.75,1941.5,0.0,2.5,3805.5,1941.5,3808.0,-1866.5
2026-01-14 15:00:00+00:00,0.0,937.25,156.25,82.0,18.75,49.0,10.0,594.5,1847.75,1.25,0.0,3784.0,1849.0,3784.0,-1935.0
2026-01-14 16:00:00+00:00,0.0,987.0,183.0,80.0,0.0,45.5,10.0,594.0,1899.5,17.0,0.0,3807.25,1916.5,3807.25,-1890.75
2026-01-14 17:00:00+00:00,0.0,979.25,188.0,82.0,0.0,43.5,10.0,593.75,1896.5,17.0,0.0,3711.25,1913.5,3711.25,-1797.75
2026-01-14 18:00:00+00:00,0.0,1012.0,178.25,82.0,0.0,51.75,10.0,594.75,1928.75,11.75,0.0,3646.0,1940.5,3646.0,-1705.5
2026-01-14 19:00:00+00:00,0.0,1004.25,177.0,82.5,0.0,46.25,10.0,601.5,1921.5,0.0,0.0,3390.5,1921.5,3390.5,-1469.0
2026-01-14 20:00:00+00:00,0.0,941.5,165.5,84.25,0.0,49.0,10.0,601.0,1851.25,0.0,0.0,3112.0,1851.25,3112.0,-1260.75
2026-01-14 21:00:00+00:00,0.0,927.0,152.25,83.5,0.0,42.75,10.0,601.0,1816.5,0.0,0.0,2757.75,1816.5,2757.75,-941.25
2026-01-14 22:00:00+00:00,0.0,914.0,145.75,83.25,0.0,43.25,0.25,601.0,1787.5,0.0,0.25,2491.75,1787.5,2492.0,-704.5
2026-01-14 23:00:00+00:00,0.0,819.0,106.25,81.75,0.0,40.0,18.75,601.0,1666.75,0.0,13.0,2238.25,1666.75,2251.25,-584.5
